⑯⑴⑮⑿⑵⑯⑿	abandon
⑿⒋⑷⑯⑥⑪⑬	nervously
⑿⑭②⑼⒋③⑥	networks
⑿⑨⑱⒌⑰⑿⑹	neurons
⑿⒏②⑾⑰⑿⑹	neutrons
⑿⒏③⒃⑫⒌⑹	newcomers
⑿⒏⑹⑪⑭②⒌	newsletter
⑿⒏⑹①⒁①⒌	newspaper
⑿⒏⑹⑼⒋⑸⑬	newsworthy
⑿⒏②⒄⑿⒎⑿	newtonian
⑿⒂⑥⑬②⑬⑹	niceties
⑿⑬③⑿⒁⑫⑵	nicknamed
⑿⑬③⑿⒁⑫⑹	nicknames
⑿⑬③⑯②⒀⑿	nicotine
⑿⒂②③⑪⒃⑴	nightclub
⑿⒂②⑵⑾⑭⑥	nightdress
⑿⒂②⑫⒊⑬⑦	nightmarish
⑿⒂⑿②⒀⑿⑤	nineteenth
⑿⒂②⑾⒁②⑥	nitrates
⑿⒄⑴⑪⑯⑥②	noblest
⑿⒄⑫⑮⑵⑬③	nomadic
⑿⑰⑫⑬⑿⑯⑪	nominal
⑿⑰⑫⑬⑿⒁②	nominate
⑿⑰⑫⑬⑿⒀⑹	nominees
⑿⑰⑿⑥⑯⑿⑥	nonsense
⑿⒉⑫⑯②⑬⑷	normative
⑿⒉⑸⒌⑿⒌⑹	northerners
⑿⒉⑤⑼⒌⑵⑹	northwards
⑿⒉⑤⑼⑭⑥②	northwest
⑿⒉⑼⒀⑻⑯⑿	norwegian
⑿⑰⑥②⑾⑯⑪	nostril
⑿⒄②⑯⑴⑯⑪	notable
⑿⒄②⑯⑴⑪⑬	notably
⑿⒄②⒁⑦⑯⑿	notation
⑿⒄②⑴⑱③⑥	notebooks
⑿⒄②①⒁①⒌	notepaper
⑿⒄②⑼⒋⑸⑬	noteworthy
⑿⒄②⑬⑥⑯⑹	notices
⑿⒄②⑬⑥⑬⑩	noticing
⑿⒄②⑬④⒂⑵	notified
⑿⒄⑦⑯⑿⑯⑪	notional
⑿⑰⑷⑯⑪②⑬	novelty
⑿⑰⑷⑬⑥⑯⑹	novices
⑿⒏⑳⑿⑥⑯⑹	nuances
⑿⒏③⑪⒁⑬③	nucleic
⑿⒃⑫⑴⒌⑬⑩	numbering
⑿⒏⑫⒌⑯⑥⑬	numeracy
⑿⒏⑫⒌⑯⑪⑹	numerals
⑿⒏⑫⑭⑾⑬③	numeric
⑿⒏②⑾⒎⑿②	nutrient
⑯⑴⒀⑵⒎⑿⑥	obedience
⑯⑴⒀⑵⒎⑿②	obedient
⒄⑴⒀⑥⑬②⑬	obesity
⒄⑴⑬⑧⑱⒌⑬	obituary
⑯⑴⑻⑭③②⒌	objector
⑰⑴⑻⑭③②⑥	objects
⑯⑴⑪⒂⑻⑯⑹	obliges
⑯⑴⑪⒂⑻⑬⑩	obliging
⑯⑴⑪⒀③⑪⑬	obliquely
⑯⑴⑪⑬⑷⒎⑿	oblivion
⑯⑴⑪⑬⑷⒎⑥	oblivious
⑯⑴⑥③⑨⑱⒌	obscure
⑯⑴⑹⒋⑷⒌⑹	observers
⑯⑴⑹⒋⑷⑬⑩	observing
⑯⑴⑥⑭⑦⑯⑿	obsession
⑯⑴⑥⑭⑥⑬⑷	obsessive
⑰⑴⑥⑯⑪⒀②	obsolete
⑯⑴②⒁⑿⑬⑩	obtaining
⑰⑴⑷⒎⑥⑪⑬	obviously
⑯③⒁⑺⑯⑿⑵	occasioned
⑯③⒁⑺⑯⑿⑹	occasions
⑰③⑨⑯①⒂⑵	occupied
⑰③⑨⑯①⒂⒌	occupier
⑰③⑨⑯①⒂⑹	occupies
⑯③⒃⑾⑯⑿⑥	occurrence
⒄⑦⑬⑮⑿⑬③	oceanic
⑰③②⑯⑶⑰⑿	octagon
⑰③②⑯①⑯⑥	octopus
⑯④⑭⑿⑥⑯⑹	offences
⑯④⑭⑿⑵⑯⑵	offended
⑯④⑭⑿⑵⒌⑹	offenders
⑯④⑭⑿⑵⑬⑩	offending
⑯④⑭⑿⑥⑬⑷	offensive
⑯④⑬⑦⑯⑪⑬	officially
⑯④⑬⑦⑯⑪⑹	officials
⑰④⑥①⑾⑬⑩	offspring
⒆⑿②⑫⑯⑿②	ointment
⑰⑪⑬⑶⒈③⑬	oligarchy
⑯⑪⑬⑫①⒎⑿	olympian
⑯⑪⑬⑫①⑬③	olympic
⒄⑫⑬⑦⑯⑿⑹	omissions
⑰⑫⑿⑬⑴⑯⑥	omnibus
⑰⑿③⒃⑫⑬⑩	oncoming
⑼⒃⑿⑥⑭⑪④	oneself
⑰⑿⑪⑱③⒌⑹	onlookers
⒄①⑮⑥⑬②⑬	opacity
⒄①⑯⑿⑬⑩⑹	openings
⒄①⑯⑿⑿⑯⑥	openness
⑰①⒌⒁②⑯⑵	operated
⑰①⒌⑮②⑬③	operatic
⑰①⒌⒁②⑬⑩	operating
⑰①⒌⒁⑦⑯⑿	operation
⑰①⒌⑯②⑬⑷	operative
⑰①⒌⒁②⒌⑹	operators
⑯①⑬⑿⑨⑯⑿	opinion
⑯①⒄⑿⑯⑿②	opponent
⑰①⑯⑹⑬②⑥	opposites
⑯①⑾⑭⑦⑯⑿	oppression
⑯①⑾⑭⑥⑬⑷	oppressive
⑯①⑾⑭⑥⒌⑹	oppressors
⑰①②⑬③⑯⑪	optical
⑰①②⑬⑦⑯⑿	optician
⑰①②⑬⑫⑯⑪	optimal
⑰①②⑬⑫⑯⑫	optimum
⑰①⑦⑯⑿⑯⑪	optional
⑰⑾⑬⑿⑻⑯⑹	oranges
⒉⑵⑬⑿⑯⑿⑥	ordinance
⒉⑶⑯⑿⒂⑹⑵	organised
⒉⑶⑯⑿⒂⑹⒌	organiser
⒉⑶⑯⑿⑬⑥②	organist
⒉⑬⑭⑿②⑯⑪	oriental
⒌⑬⑻⑬⑿⑯⑪	original
⒌⑬⑻⑬⑿⒁②	originate
⑰⑾⑬⑻⑬⑿⑹	origins
⒉⑿⑯⑫⑯⑿②	ornament
⒉⑤⑯⑵⑰③⑥	orthodox
⑰⑥⑬⑪⒁②⒌	oscillator
⑲⒌⑥⑭⑪⑷⑹	ourselves
⑲②⑴⑾⒁③⑥	outbreaks
⑲②⑴⒋⑥②⑥	outbursts
⑲②③⑾⑰①⑥	outcrops
⑲②⑵⒁②⑯⑵	outdated
⑲②⒌⑫⒄⑥②	outermost
⑲②⑶⒄⑬⑩⑹	outgoings
⑲②⑽⑲⑹⑯⑹	outhouses
⑲②⑪⒂⑿⑬⑩	outlining
⑲②⑫⒄⑵⑯⑵	outmoded
⑲②⑿⒃⑫⑴⒌	outnumber
⑲②①⒄⑥②⑥	outposts
⑲②①⒉⑬⑩⑹	outpourings
⑲②⑾⒁⑻⑯⑥	outrageous
⑲②⑥⒂⑵⒌⑹	outsiders
⑲②⑥③⒋②⑥	outskirts
⑲②⑼⒌⑵⑪⑬	outwardly
⒄⑷⒌⑴⑪⒄⑿	overblown
⒄⑷⒌③⑳⑥②	overcast
⒄⑷⒌③⒄②⑥	overcoats
⒄⑷⒌③⒃⑫⑹	overcomes
⒄⑷⒌⑶⑾⒄⑿	overgrown
⒄⑷⒌⑶⑾⒄⑤	overgrowth
⒄⑷⒌⑽⒇⑪⑵	overhauled
⒄⑷⒌⑽⑭⑵⑹	overheads
⒄⑷⒌⑪⑮①⑥	overlaps
⒄⑷⒌⑪⑱③②	overlooked
⒄⑷⒌⑪⑱③⑥	overlooks
⒄⑷⒌⑪⒉⑵⑹	overlords
⒄⑷⒌⑾⒅⑪⑵	overruled
⒄⑷⒌⑥⒀⑬⑩	overseeing
⒄⑷⒌⑥⒀⒌⑹	overseers
⒄⑷⒌⑥①⑬⑪	overspill
⒄⑷⒌⑤⑾⒄⑿	overthrown
⒄⑷⒌②⒄⑿⑹	overtones
⒄⑷⒌⑧⑱⒌⑹	overtures
⒄⑷⒌②⒋⑿⑵	overturned
⒄⑷⒌⑼⑭⑪⑫	overwhelm
⑰③⑥⑬⑻⑯⑿	oxygen
①⑯⑥⑬④⑬③	pacific
①⑮③⑬⑻⑯⑹	packages
①⑮③⑬⑻⑬⑩	packaging
①⒁⑿④⑯⑪⑬	painfully
①⒁⑿②⑬⑩⑹	paintings
①⒁⑿②⑼⒋③	paintwork
①⑮⑪⑯⑥⑯⑹	palaces
①⑯⑪⒁⑦⑯⑪	palatial
①⑮⑪⒎②⑬⑷	palliative
①⑮⑫④⑪⑯②	pamphlet
①⑮⑿③⒁③⑥	pancakes
①⑮⑩③⑾⒎⑥	pancreas
①⑮⑿⑯⑪⑬⑩	panelling
①⑮⑿⑬③⑬⑩	panicking
①⑮⑿⒌⑳⑫⑯	panorama
①⒁①⒌⑴⑮③	paperback
①⒁①⒌⑼⒋③	paperwork
①⑯①⒂⑾⑯⑥	papyrus
①⑮⑾⑯⑴⑯⑪	parable
①⑮⑾⑯⑦⒅②	parachute
①⑮⑾⑯⑵⒂⑫	paradigm
①⑮⑾⑯⑵⒂⑥	paradise
①⑮⑾⑯④⑬⑿	paraffin
①⑮⑾⑯⑶⑯⑿	paragon
①⑮⑾⑯⑪⑭⑪	parallel
①⒌⑮⑫⑬②⒌	parameter
①⑮⑾⑯⑿⒆⑯	paranoia
①⑮⑾⑯⑿⒆⑵	paranoid
①⑮⑾⑯①⑭②	parapet
①⑮⑾⑯⑥⒂②	parasite
①⑮⑾⑯⑥⑰⑪	parasol
①⒈⑧⑫⑯⑿②	parchment
①⒊⑯⑿②⑬⑻	parentage
①⒌⑭⑿②⑯⑪	parental
①⒌⒂⑯②⑯⑪	parietal
①⑮⑾⑬⑦⑯⑹	parishes
①⒈③⑪⑮⑿⑵	parkland
①⒈②⑬③⑯⑪	particle
①⒈②⑬⑹⑮⑿	partisan
①⒈②⑬⑦⑯⑿	partition
①⑳⑥⑯⑴⑯⑪	passable
①⑮⑥⑬⑻⑯⑹	passages
①⑮⑥⑬⑻⑼⒁	passageway
①⑮⑥⑬⑿⑻⒌	passenger
①⑮⑦⑯⑿⑯②	passionate
①⑮⑥⑬⑷⑪⑬	passively
①⑳⑥①⒉②⑥	passports
①⑳⑥⑼⒋⑵⑹	passwords
①⑮⑥②⑯⑪⑹	pastels
①⑳⑥②⒂⑫⑹	pastimes
①⑳⑥②⒌⑯⑪	pastoral
①⒁⑥②⑾⑬⑹	pastries
①⒁②⑯⑿②⑥	patents
①⑯②⒋⑿⑯⑪	paternal
①⑯⑤⑭②⑬③	pathetic
①⒁⑦⑯⑿②⑥	patients
①⒁②⑾⑬⒈③	patriarch
①⒁②⑾⒎②⑥	patriots
①⑯②⑾⒄⑪⑵	patrolled
①⑯②⑾⒄⑪⑹	patrols
①⒁②⑾⑯⑿⑹	patrons
①⑮②⒌⑿⑬⑩	patterning
①⒁⑷⑫⑯⑿②	pavement
①⒁⑫⑯⑿②⑥	payments
①⒀⑥⑯⑴⑯⑪	peaceable
①⒀⑥④⑯⑪⑬	peacefully
①⑭⑹⑯⑿②⑥	peasants
①⑬③⒏⑿⒍⑬	pecuniary
①⑭⑵⑯⑪⑬⑩	pedalling
①⑭⑵⑬⑶⑾⒀	pedigree
①⑭⑪⑬③⑯⑿	pelican
①⒀⑿⑯⑪⒂⑹	penalise
①⑭⑿⑯⑪②⑬	penalty
①⑭⑿⑥⑯⑪⑵	pencilled
①⑭⑿⑥⑯⑪⑹	pencils
①⑭⑿⑵⑯⑿②	pendant
①⑭⑩⑶⑼⑬⑿	penguin
①⑭⑿⑬⑪⑯⑥	penniless
①⑰⑿⑥⑬⑰⑿	pension
①⑭⑿⑦⑯⑿⒌	pensioner
①⑭⑿⑦⑯⑿⑹	pensions
①⑭⑿②⑽⑲⑥	penthouse
①⒌⑥⒀⑷⑬⑩	perceiving
①⒌③⒃⑦⑯⑿	percussion
①⒌⑭⑿⒎⑪⑹	perennials
①⒌④⒉⑫⒌⑹	performers
①⒌④⒉⑫⑬⑩	performing
①⑭⑾⑯⑪⑯⑥	perilous
①⒌⑬⑫⑬②⒌	perimeter
①⒍⑬⑰⑵⑬③	periodic
①⒌⑬④⒌⑯⑪	peripheral
①⒋⑫⒎⑴⑯⑪	permeable
①⒋⑫⑬⒁②⑥	permeates
①⒌⑫⑬⑦⑯⑿	permission
①⒌⑫⑬⑥⑬⑷	permissive
①⒌⑫⑬②⑯⑵	permitted
①⒌⑫⑬②⑬⑩	permitting
①⒌⑿⑬⑦⑯⑥	pernicious
①⒌⑰③⑥⒂⑵	peroxide
①⒋⑥⑯⑷⒍⑵	persevered
①⒌⑥⑬⑥②⑥	persists
①⒋⑥⑯⑿⑬⑻	personage
①⒋⑥⑯⑿⑯⑪	personal
①⒋⑥⑯⑿⑭⑪	personnel
①⒋⑥①⑭③⑥	perspex
①⒌⑷⒁⑵⑯⑵	pervaded
①⒌⑷⒁⑥⑬⑷	pervasive
①⒌⑷⒋⑥⑪⑬	perversely
①⒌⑷⒋⑺⑯⑿	perversion
①⑭⑥②⒌⑬⑩	pestering
①⑯②⑬⑦⑯⑿	petition
①⑭②⑬③⒄②	petticoat
④⑮⑾⑬⑥⒀⑹	pharisees
④⑭⑹⑯⑿②⑥	pheasants
④⒀⑿⒄②⒂①	phenotype
④⑬⑪⑬①⒀⑿	philippine
④⑯⑿⒀⑫⑬③	phonemic
④⑯⑿⑭②⑬③	phonetic
④⑰⑥④⒁②⑥	phosphates
④⑰⑥④⒌⑯⑥	phosphorus
④⑬⑹⑬③⑯⑪	physical
④⑬⑹⑬③⑪⑬	physically
④⑬⑹⑬⑦⑯⑿	physician
①⒎⑿⑬⑥②⑥	pianists
①⑬③⑿⑬③⑥	picnics
①⑬③②⒉⒎⑪	pictorial
①⑬⑶⑪⑯②⑥	piglets
①⑬⑶⑫⑯⑿②	pigment
①⑬⑪⑶⑾⑬⑫	pilgrim
①⒂⑪⑯②⑯⑵	piloted
①⒂⑪⑯②⑬⑩	piloting
①⒂⑿⑮①⑯⑪	pineapple
①⑬⑿⑯③⑯⑪	pinnacle
①⑬⑿①⒆⑿②	pinpoint
①⒂⑯⑿⒍⑬⑩	pioneering
①⒂①⑪⒂⑿⑹	pipelines
①⑬⑥②⑯⑪⑹	pistols
①⑬⑥②⑯⑿⑹	pistons
①⑬②④⒇⑪⑹	pitfalls
①⑬②⑬④⑯⑪	pitiful
①⑬⑷⑯②⑯⑪	pivotal
①⑬⑷⑯②⑬⑩	pivoting
①⑬③⑥⑯⑪⑹	pixels
①⑪⑮③⒈⑵⑹	placards
①⑪⑯⑥⒀⑴⒄	placebo
①⑪⒁⑥⑬⑩⑹	placings
①⑪⒁⑿②⑬④	plaintiff
①⑪⒁⑿②⑬⑷	plaintive
①⑪⑮⑿⑯②⑥	planets
①⑪⑳⑿②⑯⑵	planted
①⑪⑳⑿②⒌⑹	planters
①⑪⑳⑿②⑬⑩	planting
①⑪⑳⑥②⒌⑵	plastered
①⑪⑳⑥②⒌⑹	plasters
①⑪⑮⑥②⑬③	plastic
①⑪⑮②④⒉⑫	platform
①⑪⒁④⑯⑪⑬	playfully
①⑪⒁⑶⑾⒅①	playgroup
①⑪⒁⑾⒂②⑥	playwrights
①⑪⒀⑵⑬⑩⑹	pleadings
①⑪⑭⑹⑯⑿②	pleasant
①⑪⑭③⑥⑯⑥	plexus
①⑪⒂⑯⑴⑯⑪	pliable
①⑪⒃⑿⑵⒌⑵	plundered
①⑪⒃⑿⑻⑬⑩	plunging
⑿⒏⑫⑮②⑬③	pneumatic
①⑰③⑯②⑯⑵	pocketed
①⒆⑿⑨⑯⑿②	poignant
①⒆⑿②⑪⑯⑥	pointless
①⒆⑹⑯⑿⑬⑩	poisoning
①⒆⑹⑯⑿⑯⑥	poisonous
①⒄⑪⒌⒂⑹⑵	polarised
①⑯⑪⑭⑫⑬③	polemic
①⑰⑪⑯⑥⑬⑹	policies
①⑯⑪⒀⑥⑬⑩	policing
①⑰⑪⑬⑦⑬⑩	polishing
①⑯⑪⒂②⑪⑬	politely
①⒄⑪⑥②⒌⑹	pollsters
①⑯⑪⒅②⑯⑵	polluted
①⑯⑪⒅②⒌⑹	polluters
①⑯⑪⒅②⑬⑩	polluting
①⑯⑪⒅⑦⑯⑿	pollution
①⑰⑪⑬⑶⑰⑿	polygon
①⑰⑪⑬⑫⒌⑹	polymers
①⑰⑪⑬⑤⒀⑿	polythene
①⑰⑿⑵⒌⑬⑩	pondering
①⑰⑿⑵⒌⑯⑥	ponderous
①⑰①⑨⑯⑪⒌	popular
①⒉⑥⑯⑪⑬⑿	porcelain
①⒉⑰⑥⑬②⑬	porosity
①⒉①⑯⑥⑯⑹	porpoises
①⒉②⑯⑴⑯⑪	portable
①⒉②⑾⑬②⑥	portraits
①⒉②⑾⒁⑧⒌	portraiture
①⒉②⑾⒁⑯⑪	portrayal
①⒉②⑾⒁⑬⑩	portraying
①⒉⑧⑯⑶⒀⑹	portuguese
①⑯⑹⑬⑦⑯⑿	position
①⑰⑹⑯②⑬⑷	positive
①⑯⑹⑭⑥⑯⑹	possesses
①⑯⑹⑭⑥⑬⑩	possessing
①⑯⑹⑭⑦⑯⑿	possession
①⑯⑹⑭⑥⑬⑷	possessive
①⑰⑥⑯⑴⑯⑪	possible
①⑰⑥⑯⑴⑪⑬	possibly
①⒄⑥②③⒈⑵	postcard
①⒄⑥②③⒄⑵	postcode
①⒄⑥②⑫⑯⑿	postman
①⒄⑥②①⒄⑿	postpone
①⑯②⑮⑥⒎⑫	potassium
①⑯②⒁②⒄⑹	potatoes
①⒄②⑯⑿⑥⑬	potency
①⑰②⑽⒄⑪⑹	potholes
①⑲⒌④⑯⑪⑬	powerfully
①⑾⑮③②⑬⑥	practice
①⑾⑬③⒊⒎⑥	precarious
①⑾⑬⑥⒀⑵⑹	precedes
①⑾⒀⑥⑭①②	precept
①⑾⑬③⑪⒅⑵	preclude
①⑾⒀③⒋⑥⒌	precursor
①⑾⑭⑵⑯②⒌	predator
①⑾⑬⑵⑬③②	predict
①⑾⑭④⑬⑥②	prefaced
①⑾⒀④⑭③②	prefect
①⑾⑬④⒋⑬⑩	preferring
①⑾⒀④⑬③⑥	prefix
①⑾⑭⑪⑯②⑥	prelates
①⑾⑭⑫⑬⑥②	premised
①⑾⒀⑫⒎⑫⑹	premiums
①⑾⑬①⒊⑬⑩	preparing
①⑾⑭⑹⑯⑿⑥	presence
①⑾⑬⑹⑭⑿②	present
①⑾⑭⑹⑯⑿②	present
①⑾⑬⑹⒋⑷⑵	preserved
①⑾⑬⑹⒋⑷⑹	preserves
①⑾⑬⑹⒂⑵⑹	presides
①⑾⑭⑥②⒀⑺	prestige
①⑾⑬⑹⒏⑫⑵	presumed
①⑾⑬⑹⒏⑫⑹	presumes
①⑾⑬②⑭⑿⑥	pretence
①⑾⑬②⑭⑿⑵	pretend
①⑾⑬②⑬⑪⑬	prettily
①⑾⑬⑷⒁⑪⑵	prevailed
①⑾⑬⑷⑭⑿②	prevent
①⑾⒂⑥⑪⑯⑥	priceless
①⑾⒀⑥②⑭⑥	priestess
①⑾⒀⑥②⑪⑬	priestly
①⑾⒂⑫⑯⑥⑬	primacy
①⑾⒂⑫⒌⑬⑹	primaries
①⑾⒂⑫⒁②⑥	primates
①⑾⑬⑫⑾⒄⑹	primrose
①⑾⑬⑿⑥⑪⑬	princely
①⑾⑬⑿⑥⑯⑹	princes
①⑾⑬⑿⑥⑭⑥	princess
①⑾⑬⑿②⑯⑵	printed
①⑾⑬⑿②⒌⑹	printers
①⑾⑬⑿②⑬⑩	printing
①⑾⑬⑿②⑲②	printout
①⑾⑬⑹⑯⑿⒌	prisoner
①⑾⑬⑹⑯⑿⑹	prisons
①⑾⑬⑥②⒀⑿	pristine
①⑾⑬⑷⑯⑥⑬	privacy
①⑾⒄⑴⑬②⑬	probity
①⑾⑰⑴⑪⑯⑫	problem
①⑾⑯⑥⒀⑻⒌	procedure
①⑾⑯⑥⒀⑵⑹	proceeds
①⑾⒄⑥⒀⑵⑹	proceeds
①⑾⑯⑥⑭⑥②	processed
①⑾⒄⑥⑭⑥②	processed
①⑾⒄⑥⑭⑥⒌	processor
①⑾⑯③⑪⒁⑫	proclaim
①⑾⑯③⑨⑱⒌	procure
①⑾⑰⑵⑬⑻⑬	prodigy
①⑾⑯⑵⒏⑥②	produced
①⑾⑯⑵⒏⑥⒌	producer
①⑾⑰⑵⒃③②	product
①⑾⑯④⑭⑥②	professed
①⑾⑯④⑭⑥⒌	professor
①⑾⒄④⒂⑪⑹	profiles
①⑾⑰④⑬②⑥	profits
①⑾⑯④⑲⑿⑵	profound
①⑾⑰⑻⑯⑿⑬	progeny
①⑾⒄⑶⑾⑮⑫	programme
①⑾⑯⑶⑾⑭⑥	progress
①⑾⒄⑶⑾⑭⑥	progress
①⑾⑯⑻⑭③②	project
①⑾⑰⑻⑭③②	project
①⑾⑯⑪⑰⑩⑵	prolonged
①⑾⑰⑫⑬⑥②	promised
①⑾⑯⑫⒄②⒌	promoter
①⑾⑯⑫⒄②⑥	promotes
①⑾⑰⑫①②⑥	prompts
①⑾⑯⑿⑲⑿⑥	pronounce
①⑾⒄⑿⑲⑿⑹	pronouns
①⑾⑯①⑭⑪⑵	propelled
①⑾⑯①⑭⑪⒌	propeller
①⑾⑰①⒌⑪⑬	properly
①⑾⑰①⒌②⑬	property
①⑾⑰④⑯⑥⑬	prophecy
①⑾⑰④⑯②⑥	prophets
①⑾⑯①⒄⑹⑵	proposed
①⑾⑯⑹⒁⑬③	prosaic
①⑾⑰⑥①⒌⑵	prospered
①⑾⑰⑥②⒁②	prostate
①⑾⑯②⑭③②	protect
①⑾⒄②⒀⑿⑹	proteins
①⑾⑯②⑭⑥②	protest
①⑾⒄②⑭⑥②	protest
①⑾⒄②⑰⑿⑹	protons
①⑾⑲⑵⑯⑥②	proudest
①⑾⑯⑷⒂⑵⒌	provider
①⑾⑯⑷⒂⑵⑹	provides
①⑾⑰⑷⑬⑿⑥	province
①⑾⑯⑷⒂⑹⒄	proviso
①⑾⑯⑷⒄③②	provoked
①⑾⑯⑷⒄③⑥	provokes
①⑾⑰⑷⑯⑥②	provost
①⑾⒅⑵⑯⑿⑥	prudence
①⑾⒅⑵⑯⑿②	prudent
①⑾⒃⑦⑯⑿⑹	prussians
⑥⒏⑵⑯⑿⑬⑫	pseudonym
⑥⒂③⒄①⑮⑤	psychopath
⑥⒂③⒄⑥⑬⑥	psychosis
⑥⒂③⑰②⑬③	psychotic
①⒃⑴⑪⑬⑦②	published
①⒃⑴⑪⑬⑦⒌	publisher
①⒃⑫①③⑬⑿	pumpkin
①⒃⑿⑵⑬②⑥	pundits
①⒃⑿⑻⑯⑿②	pungent
①⒃⑿⑬⑦⑬⑩	punishing
①⒏⑿⑬②⑬⑷	punitive
①⒋⑧⑯⑥⒌⑹	purchasers
①⒋⑧⑯⑥⑯⑹	purchases
①⒋⑧⑯⑥⑬⑩	purchasing
①⑨⑱⒌⑯⑥②	purest
①⒋⑶⑯②⒌⑬	purgatory
①⑨⑱⒌⑬④⒂	purify
①⑨⑱⒌⑬⑥②	purist
①⑨⑱⒌⑬②⑬	purity
①⒌①⒉②⑯⑵	purported
①⒌①⒉②⑬⑩	purporting
①⒋①⑯⑥⑪⑬	purposely
①⒋①⑯⑥⑯⑹	purposes
①⒋①⑯⑥⑬⑷	purposive
①⒌⑥⒏⑯⑿⑥	pursuance
①⒏②⑯②⑬⑷	putative
①⑯⑻⑳⑫⑯⑹	pyjamas
①⑬⑾⑯⑫⑬⑵	pyramid
③⑼⑰⑪⑬④⒂	qualify
③⑼⑰⑪⑬②⑬	quality
③⑼⑰⑿⑵⒌⑬	quandary
③⑼⑮⑩⑶⒄⑹	quangos
③⑼⑰⑿②⑯⑫	quantum
③⑼⑰⑾⑯⑪⑵	quarrelled
③⑼⑰⑾⑯⑪⑹	quarrels
③⑼⒉②⒌⑪⑬	quarterly
③⑼⒉②⑭②⑥	quartets
③⑼⑭⑥⑧⑯⑿	question
③⑼⑬③⑯⑿⑵	quickened
③⑼⑬③⑯⑥②	quickest
③⑼⒂⑯②⑯⑿	quieten
③⑼⒂⑯②⑪⑬	quietly
③⑼⑬⑪②⑯⑵	quilted
③⑼⑬⑿②⑭②	quintet
③⑼⑬⑷⒌⑬⑩	quivering
③⑼⒄⑦⑯⑿②	quotient
⑾⒁⑥⑬⑹⑯⑫	racism
⑾⒁⑥⑬⑥②⑥	racists
⑾⒁⑵⑬⒁②⒌	radiator
⑾⑮⑵⑬③⑯⑪	radical
⑾⑮⑵⑬③⑪⑬	radically
⑾⑮⑶⑯⑵⑪⑬	raggedly
⑾⒁⑿⑼⒇②⒌	rainwater
⑾⑮⑫⑴⑪⒌⑹	ramblers
⑾⑮⑫⑴⑪⑬⑩	rambling
⑾⑮⑫①⑯⑿②	rampant
⑾⑮⑫①⒈②⑥	ramparts
⑾⑮⑩③⑬⑩⑹	rankings
⑾⑮⑿⑥⑮③②	ransacked
⑾⑮①⑬⑵⑪⑬	rapidly
⑾⒁①⑬⑥②⑥	rapists
⑾⑮①⑧⒌⑯⑥	rapturous
⑾⑳⑹⑴⒌⑬⑹	raspberries
⑾⒁②⑯⑴⑯⑪	rateable
⑾⒁②①⒁⒌⑹	ratepayers
⑾⑮②⑬④⒂⑵	ratified
⑾⑮⑦⑯⑿⑯⑪	rational
⑾⑮⑦⑯⑿⑳⑪	rationale
⑾⑮⑦⑯⑿⑬⑩	rationing
⑾⑮⑷⑬⑻⑯⑹	ravages
⑾⑮⑷⑯⑿⑯⑥	ravenous
⑾⑬⑮③②⑯⑵	reacted
⑾⑬⑮③②⑬⑩	reacting
⑾⑬⑮③⑦⑯⑿	reaction
⑾⑬⑮③②⑬⑷	reactive
⑾⑬⑮③②⒌⑹	reactors
⑾⒀⑵⑯⑴⑯⑪	readable
⑾⒀⑵⒌⑦⑬①	readership
⑾⑭⑵⑬⑿⑯⑥	readiness
⑾⒀⑯④⒋⑫⑵	reaffirmed
⑾⒎⑪⒂⑹⑯⑹	realises
⑾⒎⑪⒂⑹⑬⑩	realising
⑾⒎⑪⑬⑹⑯⑫	realism
⑾⒎⑪⑬⑥②⑥	realists
⑾⑬⑮⑪⑬②⑬	reality
⑾⒀⒌⒁⑿⑻⑵	rearranged
⑾⒀⑹⑯⑿⑬⑩	reasoning
⑾⒀⑯⑥⑭⑥②	reassessed
⑾⒀⑯⑦⑱⒌⑵	reassured
⑾⑬⑴⒃②⑯⑪	rebuttal
⑾⑬③⒇⑪⑬⑩	recalling
⑾⒀③⑮①⑧⒌	recapture
⑾⑬⑥⒀⑵⑯⑵	receded
⑾⑬⑥⒀⑵⑬⑩	receding
⑾⑬⑥⒀⑷⒌⑹	receivers
⑾⑬⑥⒀⑷⑬⑩	receiving
⑾⑬⑥⑭①②⒌	receptor
⑾⑬⑥⑭⑥⑯⑹	recesses
⑾⑬⑥⑭⑦⑯⑿	recession
⑾⑬⑥⑭⑥⑬⑷	recessive
⑾⑭⑥⑯①⑬⑹	recipes
⑾⑬⑥⒂②⑯⑪	recital
⑾⑬⑥⒂②⑯⑵	recited
⑾⑬⑥⒂②⑬⑩	reciting
⑾⑭③⑯⑿⑬⑩	reckoning
⑾⑬③⑪⒁⑫⑵	reclaimed
⑾⑬③⒉⑵⑯⑵	recorded
⑾⑬③⒉⑵⒌⑹	recorders
⑾⑬③⒉⑵⑬⑩	recording
⑾⑬③⑲⑿②⑥	recounts
⑾⑬③⒃⑷⒌⑵	recovered
⑾⑬③⒃⑷⒌⑹	recovers
⑾⑬③⒃⑷⒌⑬	recovery
⑾⒀③⑾⑬⒁②	recreate
⑾⑬③⑾⒅②⑥	recruits
⑾⑭③②⑬④⒂	rectify
⑾⒀⑥⒂③⑯⑪	recycle
⑾⒀⑵⑬④⒂⑿	redefine
⑾⒀⑵⑬⑹⒂⑿	redesign
