⑯⑴⑮⑿⑵⑯⑿	abandon
⑴⑮③⑥⒉⑵⑹	backswords
⑴⑮③⑼⒌⑵⑹	backwards
⑴⑮③⑼⒇②⒌	backwater
⑴⑮③⑼⑱⑵⑹	backwoods
⑴⑮③⑨⒈⑵⑹	backyards
⑴⑮③②⒍⒎⑪	bacterial
⑴⑮③②⒍⒎⑫	bacterium
⑴⑮⑵⑬⑿⑳⑺	badinage
⑴⑮⑶⑯②⑭⑪	bagatelle
⑴⑮⑶①⒂①⑥	bagpipes
⑴⑯⑽⒁⑫⒎⑿	bahamian
⑴⒁⑪⑫⑯⑿②	bailment
⑴⒁③⑯⑪⒂②	bakelite
⑴⑮⑪⑯⑿⑥②	balanced
⑴⑮⑪③⑯⑿⑬	balcony
⑴⒇⑪⑵⑯⑥②	baldest
⑴⒇⑪⑵⑿⑯⑥	baldness
⑴⒇⑪⑵⑾⑬③	baldric
⑴⒁⑪④⑯⑪⑬	balefully
⑴⑮⑪⑯⑥②⑥	ballasts
⑴⒇⑪⑴⒊⑬⑩	ballbearing
⑴⒇⑪③⑰③⑥	ballcocks
⑴⑮⑪⒌⒀⑿⑯	ballerina
⑴⑯⑪⒅⑿⑬⑩	ballooning
⑴⑮⑪⑯②⑯⑵	balloted
⑴⑮⑪⑯②⑬⑩	balloting
⑴⒇⑪①⑭⑿⑹	ballpens
⑴⒇⑪①⒆⑿②	ballpoint
⑴⒇⑪⑾⒅⑫⑹	ballrooms
⑴⑳⑫⑬⑯⑥②	balmiest
⑴⒇⑪⑥⑯⑫⑹	balsams
⑴⑮⑪⑯⑥②⒌	baluster
⑴⑮⑫⑴⒀⑿⒄	bambino
⑴⑯⑿⑳⑿⑯⑹	bananas
⑴⑮⑿⑵⑬⑻⑵	bandaged
⑴⑮⑿⑵⑮⑿⑯	bandanna
⑴⑮⑿⑵⑬②⑥	bandits
⑴⑮⑿⑵⑯⑪⒍	bandoleer
⑴⑮⑿⑵⑬⑬⑩	bandying
⑴⒁⑿④⑯⑪⑬	banefully
⑴⑮⑩⑶⑯⑪⑹	bangles
⑴⑮⑿⑨⑮⑿⑹	banyans
⑴⑮⑿⑬⑦⑯⑹	banishes
⑴⑮⑿⑬⑦⑬⑩	banishing
⑴⑮⑿⑬⑥②⒌	banister
⑴⑮⑩③⑿⒄②	banknote
⑴⑮⑩③⑾⒄⑪	bankroll
⑴⑮⑩③⑼⑯②	banquet
⑴⑮⑿②⑯⑫⑹	bantams
⑴⑮⑿②⒌⑬⑩	bantering
⑴⒁⒄⑴⑮⑴⑹	baobabs
⑴⑮①②⒂⑹⑵	baptized
⑴⑮①②⑬⑥②	baptist
⑴⒈⑴⒁⑵⒎⑿	barbadian
⑴⒈⑴⒊⒎⑿⑹	barbarians
⑴⒈⑴⑮⑾⑬③	barbaric
⑴⒈⑴⒌⒂⑹⑵	barbarised
⑴⒈⑴⑬③⒏⑵	barbecued
⑴⒈⑴⑬③⒏⑹	barbecues
⑴⒈⑴⑬③⑯⑿	barbican
⑴⒈⑴⑬②⒄⑿	barbitone
⑴⒈③⒌⒄⑪⑹	barcaroles
⑴⒊④⑱②⑯⑵	barefooted
⑴⒊⑽⑭⑵⑯⑵	bareheaded
⑴⒊⑪⑭⑶⑯⑵	barelegged
⑴⒈⑶⑬⑿⑬⑩	bargaining
⑴⒈⑻①⒄⑪⑹	bargepoles
⑴⒌⒀⑥②⑯⑹	baristas
⑴⑮⑾⑬②⒄⑿	baritone
⑴⒈⑪⑬③⒉⑿	barleycorn
⑴⒈⑿⑯③⑯⑪	barnacle
⑴⒈⑿⑥②⒉⑫	barnstorm
⑴⒈⑿⑨⒈⑵⑹	barnyards
⑴⒌⑰⑫⑬②⒌	barometer
⑴⑮⑾⑯⑿⑬⑻	baronage
⑴⑮⑾⑯⑿⑭⑥	baroness
⑴⑮⑾⑯⑿⑭②	baronet
⑴⑮⑾⑯⑿⑬⑹	baronies
⑴⑮⑾⑯③⑬⑩	barracking
⑴⑮⑾⑳⑺⑯⑹	barrages
⑴⑮⑾⑯⑪⑬⑩	barrelling
⑴⑮⑾⑬③⒁⑵	barricade
⑴⑮⑾⑬⑥②⒌	barrister
⑴⑮⑾⒄④⑱⑪	barrowful
⑴⒈②⑭⑿⑵⒌	bartender
⑴⑮⑥③⒏⑪⑹	bascules
⑴⒁⑥⑴⒇⑪⑹	baseballs
⑴⒁⑥⑴⒉⑵⑹	baseboards
⑴⒁⑥⑪⒂⑿⑹	baselines
⑴⒁⑥⑫⑯⑿②	basement
⑴⑮⑦④⑯⑪⑬	bashfully
⑴⒁⑥⑬③⑪⑬	basically
⑴⑳⑥③⑯②⑥	baskets
⑴⑮⑥⑬⑿⑭②	bassinet
⑴⑳⑥②⒌⑵⑹	bastards
⑴⑳⑥②⒌⑵⑬	bastardy
⑴⑮⑥②⒎⑿⑹	bastions
⑴⑳⑤⑾⒄⑴⑹	bathrobes
⑴⑳⑤⑾⒅⑫⑹	bathrooms
⑴⑳⑤②⒃⑴⑹	bathtubs
⑴⑮⑤⑬⑥④⒍	bathysphere
⑴⑮②⑥⑫⑯⑿	batsman
⑴⑮②⑥⑫⑭⑿	batsmen
⑴⑯②⑮⑪⒎⑿	battalion
⑴⑮②⑯⑿⑬⑩	battening
⑴⑮②⑯⑪⑵⒉	battledore
⑴⒇⑵⑬⑯⑥②	bawdiest
⑴⒁⑯⑿⑭②⑥	bayonets
⑴⑯⑹⒅③⑯⑹	bazookas
⑴⒀⑧③⒄⑫⒌	beachcomber
⑴⒀⑧⑽⑭⑵⑹	beachheads
⑴⒀⑿④⒀⑥②	beanfeast
⑴⒀⑿⑥②⒇③	beanstalk
⑴⒊⑥③⑬⑿⑹	bearskins
⑴⒀⑥②⑪⑬⒌	beastlier
⑴⒀②⑵⑲⑿⑹	beatdowns
⑴⒎②⑬④⑬③	beatific
⑴⑬⑮②⑬④⒂	beatify
⑴⒀②⑿⑬③⑥	beatniks
⑴⒏②⑬⑦⑯⑿	beautician
⑴⒏②⑬④⒂⑵	beautified
⑴⒏②⑬④⒂⑹	beautifies
⑴⒏②⑬④⑯⑪	beautiful
⑴⑭③⑯⑿⑬⑩	beckoning
⑴⑬③⒃⑫⑬⑩	becoming
⑴⑭⑵⑴⒃⑶⑹	bedbugs
⑴⑭⑵③⒃⑷⒌	bedcover
⑴⑬⑵⑭⑷⑯⑪	bedevil
⑴⑭⑵④⑭⑪⒄	bedfellow
⑴⑭⑵⑪⑯⑫⑹	bedlams
⑴⑭⑵①⑮⑿⑹	bedpans
⑴⑭⑵①⒄⑥②	bedpost
⑴⑭⑵⑾⑰③⑥	bedrocks
⑴⑭⑵⑾⒄⑪⑹	bedrolls
⑴⑭⑵⑾⒅⑫⑵	bedroomed
⑴⑭⑵⑾⒅⑫⑹	bedrooms
⑴⑭⑵⑥⒂⑵⑹	bedsides
⑴⑭⑵⑥⑬②⑥	bedsits
⑴⑭⑵⑥⑬②⒌	bedsitter
⑴⑭⑵⑥②⑭⑵	bedstead
⑴⑭⑵②⒂⑫⑹	bedtimes
⑴⒀④⒀②⒌⑹	beefeaters
⑴⒀④⑬⑯⑥②	beefiest
⑴⒀④⑥②⒁③	beefsteak
⑴⒀⑹⑼⑮③⑥	beeswax
⑴⒀②⑾⒅②⑥	beetroots
⑴⑬④⒇⑪⑯⑿	befallen
⑴⑬④⒇⑪⑬⑩	befalling
⑴⑬④⑬②⑯⑵	befitted
⑴⑬④⑬②⑬⑩	befitting
⑴⑬④⑲⑪⑬⑩	befouling
⑴⑬④⑾⑭⑿⑵	befriend
⑴⑬⑶⑭②⒌⑹	begetters
⑴⑭⑶⒌⑫⑯⑿	beggarman
⑴⑭⑶⒌⑫⑭⑿	beggarmen
⑴⑬⑶⑬⑿⒌⑹	beginners
⑴⑬⑶⑬⑿⑬⑩	beginning
⑴⑬⑶⒄⑿⒎⑹	begonias
⑴⑬⑶⑰②⑯⑿	begotten
⑴⑬⑶⑾⒂⑫⑵	begrimed
⑴⑬⑶⑾⒃⑻⑵	begrudged
⑴⑬⑶⒂⑪⑬⑩	beguiling
⑴⑬⑽⒁⑷⑬⑩	behaving
⑴⑬⑽⒁⑷⑨⒌	behaviour
⑴⑬⑽⑭⑵⑯⑵	beheaded
⑴⑬⑽⑭⑵⑬⑩	beheading
⑴⑬⑽⑭⑥②⑥	behests
⑴⑬⑽⒂⑿⑵⑹	behinds
⑴⑬⑽⒄⑪⑵⒌	beholder
⑴⑬⑽⒄⑪⑵⑹	beholds
⑴⑬⑽⒄⑷⑬⑩	behoving
⑴⑬⑻⒅⑯⑪⑵	bejewelled
⑴⑬⑪⒁⑴⒌⑵	belaboured
⑴⑬⑪⒁⑴⒌⑹	belabours
⑴⑬⑪⒁②⑯⑵	belated
⑴⑭⑪⑵⑯⑫⑹	beldames
⑴⑬⑪⒀⑶⒌⑵	beleaguered
⑴⑬⑪⒀⑶⒌⑹	beleaguers
⑴⑭⑪④⑾⑬⑹	belfries
⑴⑭⑪⑻⑯⑿⑹	belgians
⑴⑬⑪⒀⑷⒌⑹	believers
⑴⑬⑪⒀⑷⑬⑩	believing
⑴⑬⑪⑬②⑯⑪	belittle
⑴⑭⑪⑽⑰①⑥	bellhops
⑴⑭⑪⑬③⒄⑥	bellicose
⑴⑭⑪⑼⑭⑸⒌	bellwether
⑴⑭⑪⑬⒁③②	bellyached
⑴⑭⑪⑬⒁③⑥	bellyaches
⑴⑭⑪⑬④⑱⑪	bellyful
⑴⑭⑪⑬⑪⑳④	bellylaugh
⑴⑬⑪⑰⑩⑬⑩	belonging
⑴⑬⑪⒃⑷⑯⑵	beloved
⑴⑭⑪②⑬⑩⑹	beltings
⑴⑬⑫⒄⑿⑬⑩	bemoaning
⑴⑭⑿⑧⑫⒈③	benchmark
⑴⑭⑿⑬⑵⑬③	benedick
⑴⑭⑿⑬④⑬⑥	benefice
⑴⑭⑿⑬④⑬②	benefit
⑴⑭⑩⑶⒇⑪⑬	bengali
⑴⑬⑿⒂②⑯⑵	benighted
⑴⑬⑿⒂⑿⑪⑬	benignly
⑴⑭⑿⑬⑿⒀⑹	beninese
⑴⑭⑿⑬⑹⑯⑿	benison
⑴⑬③⑼⒀⑸⑵	bequeathed
⑴⑬③⑼⒀⑸⑹	bequeaths
⑴⑬③⑼⑭⑥②	bequest
⑴⑬⑾⒁②⑯⑵	berated
⑴⑬⑾⒁②⑬⑩	berating
⑴⑬⑾⒀⑷⑬⑩	bereaving
⑴⒌⑫⒏⑵⑯⑿	bermudan
⑴⑬⑥⒀⑧⑯⑹	beseeches
⑴⑬⑥⒀⑧⑬⑩	beseeching
⑴⑬⑥⒀⑫⑬⑩	beseeming
⑴⑬⑥⑭②⑬⑩	besetting
⑴⑬⑦⑾⒅⑬⑩	beshrewing
⑴⑬⑥⒀⑻⒌⑹	besiegers
⑴⑬⑥⒀⑻⑯⑹	besieges
⑴⑬⑥⒀⑻⑬⑩	besieging
⑴⑬⑥⑫⒍⑬⑩	besmearing
⑴⑬⑥⑫⒋⑧②	besmirched
⑴⑬⑥⑰②⑯⑵	besotted
⑴⑬⑥①⒀③⑥	bespeaks
⑴⑭⑥②⒎⑪⑬	bestially
⑴⑭⑥②⒍⑬⑹	bestiaries
⑴⑬⑥②⒋⑬⑩	bestirring
⑴⑬⑥②⒄⑯⑪	bestowal
⑴⑬⑥②⒄⑬⑩	bestowing
⑴⑬⑥②⑾⒅⑵	bestrewed
⑴⑬⑥②⑾⒅⑿	bestrewn
⑴⑬⑥②⑾⒅⑹	bestrews
⑴⑬⑥②⑾⑬⑵	bestrid
⑴⑬⑥②⑾⒂⑵	bestride
⑴⑬⑥②⑾⒄⑵	bestrode
⑴⑬②⒁③⑯⑿	betaken
⑴⑬②⒁③⑬⑩	betaking
⑴⑬⑤⑬⑩③⑥	bethinks
⑴⑬②⒂⑵⑯⑵	betided
⑴⑬②⒂⑵⑬⑩	betiding
⑴⑬②⒄③⑯⑿	betoken
⑴⑬②⑾⒁⑯⑪	betrayal
⑴⑬②⑾⒁⒌⑹	betrayers
⑴⑬②⑾⒁⑬⑩	betraying
⑴⑬②⑾⒄⑸⑵	betrothed
⑴⑬②⑾⒄⑸⑹	betroths
⑴⑭⑷⑯⑪⑬⑩	bevelling
⑴⑬⑼⒁⑪⑬⑩	bewailing
⑴⑬⑼⑬⑪⑵⒌	bewilder
⑴⑬⑼⑬⑧⑯⑹	bewitches
⑴⑬⑼⑬⑧⑬⑩	bewitching
⑴⒅②⑳⑿⑬⑹	bhutanis
⑴⒂⑥⑬③⑯⑪	bicycle
⑴⑬⑵⑯⑴⑯⑪	biddable
⑴⒂⑭⑿⒎⑪⑬	biennially
⑴⒂⑭⑿⒎⑪⑹	biennials
⑴⒂④⒄③⑯⑪	bifocal
⑴⒂④⒌③⒁②	bifurcate
⑴⑬⑶⑯⑫⑯⑥	bigamous
⑴⑬⑶⑯②⑯⑵	bigoted
⑴⑬⑶⑯②⑾⑬	bigotry
⑴⑬⑶⑼⑬⑶⑹	bigwigs
⑴⑬③⒀⑿⑬⑹	bikinis
⑴⒂⑪⒁⑴⒎⑪	bilabial
⑴⑬⑪⑴⒌⑬⑹	bilberries
⑴⑬⑪⑽⒈⑹⒎	bilharzia
⑴⑬⑪⑴⒉⑵⑹	billboards
⑴⑬⑪⑯②⑯⑵	billeted
⑴⑬⑪⑯②⑬⑩	billeting
⑴⑬⑪④⒄⑪⑵	billfold
⑴⑬⑪⑽⑱③⑥	billhooks
⑴⑬⑪⑨⒌⑵⑹	billiards
⑴⑬⑪⑨⑯⑿⒊	billionaire
⑴⑬⑪⑨⑯⑿⑹	billions
⑴⑬⑪⑨⑯⑿⑤	billionth
⑴⒂⑿⑵⒌⑬⑹	binderies
⑴⒂⑿⑵⑬⑩⑹	bindings
⑴⒂⑿⑵⑼⒀⑵	bindweed
⑴⑬⑿⑯③⑯⑪	binnacle
⑴⒂⑿⒄⑫⒎⑪	binomial
⑴⒂⑯⑶⑾⑮④	biograph
⑴⒂⑰⑪⑯⑻⑬	biology
⑴⒂⑰⑿⑬③⑥	bionics
⑴⒂⑯⑥③⒄①	bioscope
⑴⒂①⑪⒁⑿⑹	biplanes
⑴⒋⑵⑪⒂⑫⑹	birdlimes
⑴⒋⑵⑼⑰⑧⒌	birdwatcher
⑴⑬⑾⑭②⑯⑹	birettas
⑴⒋⑤⑫⒈③⑥	birthmarks
⑴⒋⑤①⑪⒁⑥	birthplace
⑴⒋⑤⑾⒁②⑥	birthrates
⑴⒋⑤⑾⒂②⑥	birthrights
⑴⑬⑥③⑬②⑥	biscuits
⑴⒂⑥⑭③②⑥	bisects
⑴⒀⑥②⑾⒄⑹	bistros
⑴⑬⑧⑬⑯⑥②	bitchiest
⑴⒂②⑬⑩⑪⑬	bitingly
⑴⑬②⒌⑯⑥②	bitterest
⑴⑬②⒌⑿⑯⑥	bitterness
⑴⑬⑧⑯⑫⑯⑿	bitumen
⑴⒂⑷⑮⑪⑷⑹	bivalves
⑴⑬⑷⑱⑮③②	bivouacked
⑴⑬⑷⑱⑮③⑥	bivouacs
⑴⑬⑹⑻⑭②⑥	bizjets
⑴⒂⑹⒄⑿⑯⑪	bizonal
⑴⑪⑮⑴⒌⑬⑩	blabbering
⑴⑪⑮③⑴⒇⑪	blackball
⑴⑪⑮③⑴⒌⑬	blackberry
⑴⑪⑮③⑴⒋⑵	blackbird
⑴⑪⑮③⑴⒉⑵	blackboard
⑴⑪⑮③⑯⑿⑵	blackened
⑴⑪⑮③⑯⑿⑹	blackens
⑴⑪⑮③⑯⑥②	blackest
⑴⑪⑮③④⒀②	blackfeet
⑴⑪⑮⑶⒈⑵⑹	blackguards
⑴⑪⑮③⑽⑭⑵	blackhead
⑴⑪⑮③⑻⑮③	blackjack
⑴⑪⑮③⑪⑭⑶	blackleg
⑴⑪⑮③⑫⒁⑪	blackmail
⑴⑪⑮③⑿⑯⑥	blackness
⑴⑪⑮③⑲②⑥	blackouts
⑴⑪⑮③⑦⒋②	blackshirt
⑴⑪⑮③⑤⒉⑿	blackthorn
⑴⑪⒁⑴⒌⑬⑹	blaeberries
⑴⑪⒁⑫⑪⑯⑥	blameless
⑴⑪⑳⑿⑧⑯⑹	blanches
⑴⑪⑳⑿⑧⑬⑩	blanching
⑴⑪⑯⑫⑰⑿⑺	blancmange
⑴⑪⑮⑿⑵⑪⑬	blandly
⑴⑪⑮⑩③⑯②	blanket
⑴⑪⑮⑩③⑪⑬	blankly
⑴⑪⑮⑥④⒀⑫	blaspheme
⑴⑪⑳⑥②⑯⑵	blasted
⑴⑪⑳⑥②⑬⑩	blasting
⑴⑪⒁②⑯⑿②	blatant
⑴⑪⑮⑸⒌⑬⑩	blathering
⑴⑪⒁⑹⑯⑿⑵	blazoned
⑴⑪⒁⑹⑯⑿⑹	blazons
⑴⑪⒀③⑯⑥②	bleakest
⑴⑪⑭⑫⑬⑦②	blemished
⑴⑪⑭⑿⑧⑯⑹	blenches
⑴⑪⑭⑿⑧⑬⑩	blenching
⑴⑪⑭⑿⑵⑯⑵	blended
⑴⑪⑭⑿⑵⑬⑩	blending
⑴⑪⑭⑥⑬⑩⑹	blessings
⑴⑪⑭⑸⒌⑬⑩	blethering
⑴⑪⒂⑿⑵⑯⑵	blinded
⑴⑪⒂⑿⑵⒌⑹	blinders
⑴⑪⒂⑿⑵⑬⑩	blinding
⑴⑪⒂⑿⑵⑪⑬	blindly
⑴⑪⑬⑩③⒌⑹	blinkers
⑴⑪⑬⑩③⑬⑩	blinking
⑴⑪⑬⑥④⑯⑪	blissful
⑴⑪⑬⑥②⒌⑵	blistered
⑴⑪⑬⑥②⒌⑹	blisters
⑴⑪⑬⑸⒌⑬⑩	blithering
⑴⑪⒂⑸⑥⑯⑫	blithesome
⑴⑪⑬②⑥⑯⑹	blitzes
⑴⑪⑬②⑥⑬⑩	blitzing
⑴⑪⑬⑹⒌⑵⑹	blizzards
⑴⑪⑰③⒁⑵⑹	blockades
⑴⑪⑰③⑽⑭⑵	blockhead
⑴⑪⑰③⑽⑲⑥	blockhouse
⑴⑪⒃⑵⑴⑳⑤	bloodbath
⑴⑪⒃⑵⑪⑯⑥	bloodless
⑴⑪⒃⑵⑪⒂⑿	bloodline
⑴⑪⒃⑵⑦⑭⑵	bloodshed
⑴⑪⒃⑵⑦⑰②	bloodshot
⑴⑪⑰⑥⑯⑫⑵	blossomed
⑴⑪⑰⑥⑯⑫⑹	blossoms
⑴⑪⒄⑴⑮③⑥	blowbacks
⑴⑪⒄④⑪⒂⑹	blowflies
⑴⑪⒄⑽⒄⑪⑹	blowholes
⑴⑪⒄⑪⑮⑫①	blowlamp
⑴⑪⒄①⒂①⑥	blowpipes
⑴⑪⒃⑴⒌⑬⑩	blubbering
⑴⑪⒃⑻⑯⑿⑵	bludgeoned
⑴⑪⒃⑻⑯⑿⑹	bludgeons
⑴⑪⒅⑴⑭⑪⑹	bluebells
⑴⑪⒃④⑿⑯⑥	bluffness
⑴⑪⒃⑿⑵⒌⑵	blundered
⑴⑪⒃⑿⑵⒌⒌	blunderer
⑴⑪⒃⑿⑵⒌⑹	blunders
⑴⑪⒃⑿②⑯⑵	blunted
⑴⑪⒃⑿②⑬⑩	blunting
⑴⑪⒃⑿②⑪⑬	bluntly
⑴⑪⒃⑥②⒌⑵	blustered
⑴⑪⒃⑥②⒌⑹	blusters
⑴⑪⒃⑥②⒌⑬	blustery
⑴⒅⑪⑯⑷⒈⑵	boulevard
⑴⒉⑵⑾⒅⑫⑹	boardrooms
⑴⒉⑵⑼⒇③⑥	boardwalks
⑴⒄⑥②④⑯⑪	boastful
⑴⒄②⑪⒄⑵⑹	boatloads
⑴⑰⑴⑥⑪⑭⑵	bobsled
⑴⑰⑴⑥⑪⒁⑹	bobsleighs
⑴⑰⑴②⒁⑪⑹	bobtails
⑴⑰⑵⑬⑥⑯⑹	bodices
⑴⑰⑵⑬⑪⑯⑥	bodiless
⑴⑰⑵③⑬⑿⑹	bodkins
⑴⑰⑵⑬⑶⒈⑵	bodyguard
⑴⑰⑵⑬⑼⒋③	bodywork
⑴⒄⑶⑬⑫⑮⑿	bogeyman
⑴⒄⑶⑬⑫⑭⑿	bogeymen
⑴⑰⑶⑬⑯⑥②	boggiest
⑴⒄⑽⒀⑫⒎⑿	bohemian
⑴⒆⑪⒌⑥⒅②	boilersuit
⑴⒆⑥②⒌⑯⑥	boisterous
⑴⒄⑪⑵⑯⑥②	boldest
⑴⒄⑪⑵⑿⑯⑥	boldness
⑴⑯⑪⑬⑷⒎⑿	bolivian
⑴⒄⑪⑥②⒌⑵	bolstered
⑴⒄⑪⑥②⒌⑹	bolsters
⑴⑰⑫⑴⒌⑵⒍	bombardier
⑴⑰⑫⑴⒈⑵⑹	bombards
⑴⑰⑫⑴⑮⑥②	bombast
⑴⑰⑫①⑾⒅④	bombproof
⑴⑰⑫⑦⑭⑪⑹	bombshells
⑴⑯⑿⑮⑿⑹⑯	bonanza
⑴⑰⑿⑴⑰⑿⑹	bonbons
⑴⒄⑿⑫⒀⑪⑹	bonemeals
⑴⒄⑿⑦⒁③⒌	boneshaker
⑴⑰⑿④⒂⒌⑹	bonfires
⑴⒄⑿⑬⑯⑥②	boniest
⑴⑯⑿⒀②⒄⑹	bonitos
⑴⑰⑿⑬⑯⑥②	bonniest
⑴⒄⑿⑯⑥⑯⑹	bonuses
⑴⑱③⑯⑴⑯⑪	bookable
⑴⑱③③⑪⒃⑴	bookclub
⑴⑱③③⒀①⒌	bookkeeper
⑴⑱③⑪⑯②⑥	booklets
⑴⑱③⑫⒁③⒌	bookmaker
⑴⑱③⑫⒈③⒌	bookmarker
⑴⑱③⑫⒈③⑥	bookmarks
⑴⑱③⑥⑭⑪⒌	bookseller
⑴⑱③⑦⑭⑪④	bookshelf
⑴⑱③⑦⑰①⑥	bookshops
⑴⑱③⑥②⒇⑪	bookstall
⑴⑱③⑼⒋⑫⑹	bookworms
⑴⒅⑫⒌⑮⑩⑹	boomerangs
⑴⑱⒌⑬⑦⑪⑬	boorishly
⑴⒅②⑪⑭⑶⑵	bootlegged
⑴⒅②⑪⑭⑶⒌	bootlegger
⑴⒅②⑪⑭⑶⑹	bootlegs
⑴⒅⑹⑬⑯⑥②	booziest
⑴⒅⑹⑬⑿⑯⑥	booziness
⑴⒉⑵⒌⑪⒂⑿	borderline
⑴⑰⑾⒄⑬⑩⑹	borrowings
⑴⒉⑥②⑯⑪⑹	borstals
⑴⑰⑥⑬⑯⑥②	bossiest
⑴⑰②⑯⑿⒂⑹	botanise
⑴⑰⑸⒌⑥⑯⑫	bothersome
⑴⑰②⑯⑫⑬⑩	bottoming
⑴⒅⑪⑰⑿⑺⒁	boulanger
⑴⑲⑿⑵⑾⑬⑹	boundaries
⑴⑲⑿⑵⑪⑯⑥	boundless
⑴⑲⑵⑪⒌⒂⑹	bowdlerise
⑴⒄⑥①⑾⑬②	bowsprit
⑴⑰③⑥④⑱⑪	boxful
⑴⑰③⑥⑼⑱⑵	boxwood
⑴⒆③⑰②⑯⑵	boycotted
⑴⒆③⑰②⑬⑩	boycotting
⑴⒆④⑾⑭⑿⑵	boyfriend
⑴⑾⒁⑥⑪⑯②	bracelet
⑴⑾⑮③⑯②⑥	brackets
⑴⑾⑮⑵⒇⑪⑹	bradawls
⑴⑾⑮⑶⒌②⑥	braggarts
⑴⑾⑳⑫⑬⑿⑹	brahmins
⑴⑾⒁⑿⑪⑯⑥	brainless
⑴⑾⒁⑿⑼⑰⑦	brainwash
⑴⑾⒁⑿⑼⒁⑷	brainwave
⑴⑾⒁③⑫⑯⑿	brakeman
⑴⑾⒁③⑫⑭⑿	brakemen
⑴⑾⑮⑫⑴⑯⑪	bramble
⑴⑾⑳⑿⑧⑯⑹	branches
⑴⑾⑳⑿⑧⑬⒌	branchier
⑴⑾⑳⑿⑧⑬⑩	branching
⑴⑾⑮⑿⑵⑯⑵	branded
⑴⑾⑮⑿⑵⑬⑹	brandies
⑴⑾⑮⑿⑵⑬⑩	branding
⑴⑾⑮⑿⑵⑬⑦	brandish
⑴⑾⑮⑦⑯⑥②	brashest
⑴⑾⑮⑥⒈⑵⑹	brassards
⑴⑾⑮⑥⒌⑬⑹	brasseries
⑴⑾⑯⑷⑳⑵⒄	bravado
⑴⑾⒁⑷⑯⑥②	bravest
⑴⑾⒇⑪⑬⑩⑹	brawlings
⑴⑾⒁⑹⑯⑿⑵	brazened
⑴⑾⒁⑹⑯⑿⑹	brazens
⑴⑾⑭⑵⑪⒂⑿	breadline
⑴⑾⒁③⑯⑼⒁	breakaway
⑴⑾⒁③⑵⑲⑿	breakdown
⑴⑾⒁③⑿⑭③	breakneck
⑴⑾⒁③⑤⑾⒅	breakthrough
⑴⑾⑭⑥②⑯⑵	breasted
⑴⑾⑭⑥②⑬⑩	breasting
⑴⑾⑭⑤⑪⑯⑥	breathless
⑴⑾⒀⑹⑬⑪⑬	breezily
⑴⑾⑭⑸⑾⑯⑿	brethren
⑴⑾⑭⑷⑯②⑥	brevets
⑴⑾⒀⑷⒍⑬⑹	breviaries
⑴⑾⑭⑷⑬②⑬	brevity
⑴⑾⑬③⑴⑮②	brickbat
⑴⑾⑬③⑪⒁⒌	bricklayer
⑴⑾⑬③⑼⒋③	brickwork
⑴⑾⒂⑵⑯⑪⑹	bridles
⑴⑾⒂⑵③⒁③	bridecake
⑴⑾⑬⑻⑽⑭⑵	bridgehead
⑴⑾⒂⑵⑯⑪⑵	bridled
⑴⑾⒂⑵⑪⑬⑩	bridling
⑴⑾⒀④③⒁⑥	briefcase
⑴⑾⒀④⑯⑥②	briefest
⑴⑾⒀④⑬⑩⑹	briefings
⑴⑾⑬⑶⒁⑵⑹	brigades
⑴⑾⑬⑶⑯⑵⒍	brigadier
⑴⑾⑬⑶⑯⑿⑵	brigand
⑴⑾⒂②⑯⑿⑵	brightened
⑴⑾⒂②⑯⑿⑹	brightens
⑴⑾⒂②⑯⑥②	brightest
⑴⑾⒂②⑿⑯⑥	brightness
⑴⑾⑬⑪⒎⑿⑥	brilliance
⑴⑾⑬⑪⒎⑿②	brilliant
⑴⑾⑬⑫④⑱⑪	brimful
⑴⑾⒀⑰⑦⑯⑹	brioches
⑴⑾⑬③⑭②⑥	briquettes
⑴⑾⑬⑥③⑯②	brisket
⑴⑾⑬⑥③⑪⑬	briskly
⑴⑾⑬⑥⑯⑪⑵	bristled
⑴⑾⑬⑥⑯⑪⑹	bristles
⑴⑾⑬⑥⑪⑬⒌	bristlier
⑴⑾⑬⑥⑪⑬⑩	bristling
⑴⑾⑬②⑬⑦⒌	britisher
⑴⑾⑬②⑯⑿⑹	britons
⑴⑾⒇⑵⑯⑿⑵	broadened
⑴⑾⒇⑵⑿⑬⑩	broadening
⑴⑾⒇⑵⑯⑿⑹	broadens
⑴⑾⒇⑵⑯⑥②	broadest
⑴⑾⒇⑵⑿⑯⑥	broadness
⑴⑾⒇⑵⑦⒀②	broadsheet
⑴⑾⒇⑵⑥⒂⑵	broadside
⑴⑾⒇⑵⑼⒁⑹	broadways
⑴⑾⒇⑵⑼⒂⑹	broadwise
⑴⑾⒄③⒁⑵⑹	brocades
⑴⑾⑰③⑯⑪⑬	broccoli
⑴⑾⒄③⒌⑬⑻	brokerage
⑴⑾⒄⑫⒂⑵⑹	bromides
⑴⑾⑰⑩③⒎⑪	bronchial
⑴⑾⑰⑩③⑯⑥	bronchus
⑴⑾⑰⑩③⒄⑹	broncos
⑴⑾⑰⑿⑹⑯⑹	bronzes
⑴⑾⑰⑿⑹⑬⑩	bronzing
⑴⑾⑰⑤⑯⑪⑹	brothels
⑴⑾⒃⑸⒌⑪⑬	brotherly
⑴⑾⒅⑽⑳⑽⑳	brouhaha
⑴⑾⑲⑴⒀②⑥	browbeats
